GENE_NAME	human	human	cow	cow	cow	marmoset	marmoset	dog	armadillo	gorilla	gorilla	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musSpretus	musSpretus	musSpretus	musCaroli	musCaroli	musCaroli	musCaroli	opossum	opossum	opossum	ferret	rabbit	chimp	chimp	bonobo	bonobo	orangutan	orangutan
PPFIBP2	16.04	18.33	8.16	13.67	10.33	15.3	12.86	5.16	3.65	6.48	6.39	6.23	5.92	7.85	7.86	12.07	7.86	10.55	11.57	10.05	9.82	12.68	16.24	11.97	3.28	7.15	4.8	12.44	17.64	6.34	9.57	7.21	8.89	5.74	3.4
CYB5R2	3.13	2.48	0.08	0.09	0.19	23.26	8.35	0.11	NA	1.42	0.25	0.02	0	0.1	0.02	0.07	0.08	0.23	0.05	0.28	0.1	0	0.08	0.05	166.1	184.74	290.81	0	0.3	0.47	1.48	0.37	0.15	0.11	0.16
SERPINB7	0	0	0	0	0	0	0	0	0.08	0	0	0.04	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0.02	0.21	0.61	0.89	0.86	0.17	0.09	0	0	0	0
KIAA0355	10.42	2.97	7.24	6.9	8.5	17.43	11.58	5.7	2.71	4.43	5.9	3.34	7.15	8.56	5.04	4.6	2.41	1.3	2.89	3.29	3.16	3.59	3.94	4.19	3.5	2.73	3.9	8.9	5.8	17.2	3.09	4.11	5.03	6.7	8.75
SERPINB8	2.66	1.36	4.79	3.29	4.28	6.4	6.54	0.04	0.51	4.35	3.15	3.61	1.08	2.26	2.42	0.95	0.53	3.36	2.29	5.29	0	0.03	0	0.03	0.43	0.41	0.33	4.59	0.49	2.08	42.5	3.24	2.36	1.03	3.74
TUB	0.97	0.28	0.49	0.47	0.37	0.16	0.15	0.06	0.17	1.28	1.57	0.02	0.02	0.03	0.11	0	0.03	0	0	0	0	0	0.1	0	1.94	2.39	0.36	0.38	0.53	2.78	0.64	0.75	0.27	0.97	0.58
RIC3	1.53	0.98	3.7	2.12	3.36	3.28	3.04	0.33	1.09	0.73	1.26	0.32	0.5	0.29	0.11	0.18	0.07	0	0	0.02	1.95	2.37	1	0.82	1.69	1.2	0.67	1.81	0	1.62	0.53	3.38	2.1	14.95	11.74
OSBPL3	0.67	0.21	0.8	0.91	0.81	0.3	0.08	0.8	1.21	0.66	0.4	0.54	0.7	0.76	8.52	0.5	1.55	9.95	15.56	18.8	3.32	1.46	5.38	3.07	3.8	21.97	2.79	1.61	1.96	0.2	0.83	0.58	0.65	1.11	0.81
WDR72	2.16	6.26	0.05	0.03	0.02	2.48	3.35	0.2	3.38	11.29	8.42	0	0	0.05	0.05	0	0	0	0	0	0	0	0.01	0	2.37	7.03	13.61	0.29	0.09	0.41	0.23	0.56	0.37	4.97	2
CRABP1	0	0.07	0.18	0.1	0.62	0.1	0.12	NA	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	1.18	0	0
PLD4	1.06	0.78	2.61	2.24	4.5	0.47	0.41	0.98	0.62	0.45	0.47	13.97	8.7	8.45	4.91	6.36	1.68	5.67	5.52	5.95	0.86	1.06	1.03	0.74	3.04	4.32	3.31	38.33	NA	NA	NA	NA	NA	0.28	0
TRIM66	2.19	1.22	0.13	0.33	0.54	0.21	0.05	0.08	0.04	0.56	1.18	0.01	0.1	0.04	0.03	0.01	0.01	0.09	0	0.02	0	0.08	0.05	0.02	0.19	0.32	0.11	2.77	0.85	NA	NA	NA	NA	1.04	0.06
RNF169	2.24	0.61	5.01	7.28	6.01	2.08	0.82	3.28	2.99	1.56	2	16.36	15.47	19.5	15.89	16.53	7.34	5.62	5.47	6.05	5.29	4.55	6.03	5.52	4.56	6.38	7.88	8.67	4.19	1.9	1.96	1.85	2.2	2.6	2.12
EPHA8	0	0.02	0	0	0	0	0	0	0	0.19	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.28	0.03	0.03	0.02	0	0.02	0.03	0.05	NA	NA
CDYL2	1.91	0.46	1.32	1.94	2.62	0.72	0.79	0.48	0.46	0.62	0.54	0.54	0.42	0.72	0.78	0.61	0.32	0.59	0.61	0.31	0.35	0.29	0.22	0.34	0	0	0.03	1.42	1.97	1.21	1.81	0.3	0.37	0.6	0.32
TMEM130	0.37	0.25	0	0	0	0.17	0.15	0.06	0	0.13	0.22	0.02	0.04	0.08	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0.09	0.12	0	NA	NA	NA	NA	1.03	0.86
PRTG	0.09	0.03	0	0	0.01	0.04	0.06	0	0.02	0.05	0.1	0	0.01	0.12	0.01	0.06	0	0.02	0	0	0	0	0	0	0	0	0	0	4.55	0.03	0.05	0.05	0.06	0.1	0.12
CENPN	5.03	2.13	0.47	1.17	0.65	3.15	2.04	0.55	0	1.17	1.21	0.37	0.46	0.39	0.74	0.42	0.29	1.07	1.38	1.2	0.32	0.53	0.52	0.17	0.15	0.14	0.38	0.86	1.88	1.92	1.97	1.15	0.59	0.63	0.41
AKIP1	10.78	4.93	9.81	8.74	13.67	14.62	11.5	1.44	4.29	6.3	5.95	21.25	13.26	15.77	17.56	22.31	13.14	5.66	5.18	4.5	6.01	6.84	5.27	10.01	0.51	0.48	0	18.52	7.81	14.32	16.9	12.95	12.4	8.12	5.78
C16orf46	1.27	0.25	0.49	0.93	1.84	1.25	0.63	1.99	0.23	0.18	0.43	0.33	0.48	0.3	0.12	0.13	0.2	2.07	2.26	1.84	0.22	0.29	0.58	0.64	0.12	0.17	0.33	0.36	0.66	1.3	1.78	1.24	0.32	0.65	1.36
TMEM41B	6.85	6.23	6.79	4.93	2.63	11.18	8.79	13.61	2.06	2.63	2.54	21.65	31.22	28.98	23.6	15.37	11.04	7.15	4.09	8.7	9.36	9.53	8.23	5.79	2.84	3.92	8.61	31.86	10.65	21.64	15.34	14.35	14.79	7.93	9.54
LEO1	9.39	4.43	19	15	11.69	16.06	9.65	4.87	11.28	6.96	8.39	3.38	10.26	7.9	4.67	9.29	3.03	10.42	9.71	10.07	7.17	15.6	6.81	7.25	12.07	20.06	30.29	11.2	28.12	6.07	8.35	11.49	10.88	17.48	12.5
SLC12A3	0.03	0	0	0	0	1.06	2.63	0.43	4.51	0	0.04	0.04	0.07	0.02	0.02	0.02	0.01	0.02	0	0.03	0	0	0	0	0	0	0.02	0.08	0.05	0.08	0	0.03	0.02	0.26	0.24
ZNF143	3.78	3.41	4.84	4.94	3.47	1.61	1.24	2.31	1.54	NA	NA	1.85	2.41	4.01	3.41	2.4	2.06	2.39	1.43	1.55	1.73	1.92	1.93	2.76	2.52	3.43	2.79	9.58	4.99	3.21	2.64	3.76	1.85	3.32	3.72
TMX3	5.96	4.75	5.11	4.47	3.42	2.34	1.45	4.37	1.13	6.24	3.44	2.5	2.61	3.33	4.18	2.24	3.59	2.07	0.76	1.25	1.43	1.39	0.94	0.57	2.62	2.87	9.95	27.06	7.05	2.29	4.01	3.95	4.3	3.28	2.61
WEE1	2.58	3.05	12.38	7.2	3.66	0.75	0.46	4.81	2.12	5.81	1.62	9.48	2.1	10.55	9.34	2.64	3.42	2.14	0.83	0.9	2.05	0.32	2.71	1.9	5.36	9.18	6.96	3.23	4.38	1.22	2.31	2.58	4.46	2.27	1.98
PRKCB	0.74	0.44	2.42	6.29	5.52	3.24	0.99	1.94	0.78	2.8	1.19	1.09	1	1.47	1	0.76	0.36	0.98	1.08	1.71	0.38	0.49	0.22	0.57	60.05	83.2	70.64	23.62	2.36	1.05	3.81	2.64	3.54	2.27	1.44
HDGFL3	0.96	0.93	6.08	3.9	1.75	0.59	0.72	0.84	NA	3	1.01	0.17	0.59	0.54	0.39	0.24	0.17	0.37	0.11	0.27	0.02	0.03	0.07	0	0.54	1.24	1.37	10.16	2.78	1.97	1.4	1.95	1.52	2.42	2.93
MCM7	14.4	15.38	16.04	19.28	30.62	23.61	24.91	7.33	10.87	11.46	14.39	7.06	10.8	11.25	7.92	9.33	4.99	20.65	17.1	20.11	4.09	3.56	3.98	2.93	5.18	5.25	3.71	12.67	13.49	15.95	32.6	7.99	10.41	6.09	7.84
CLEC3A	0.1	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD18	0.46	0.52	2.06	1.82	1.19	0.95	0.92	0.85	2.08	0.62	0.75	0.38	0.51	0.58	0.63	0.57	0.51	0.36	0.19	0.21	0.86	0.83	0.68	1.18	0.51	0.79	2.03	1.98	4.9	0.61	1.97	1.19	1.51	0.99	0.42
CCDC68	1.04	1.02	0.07	0.08	0.4	5.09	2.23	1.4	0.13	5.8	3.88	4.21	0.82	1.02	2.27	0.74	3.16	0.83	0.22	0.78	0.15	0.14	0.04	0.12	0.38	0.59	1.12	0.43	2.56	1.5	6.56	2.59	1.59	1.71	1.88
CLEC4E	0.26	0.28	0.33	0.36	0.37	8.94	8.08	0.19	2.14	4.27	4.44	0.4	0.05	0.08	0	0.09	0.02	0	0.11	0.04	0.54	0.1	0	0	0	0	0	0.46	0.85	3.79	2.58	4.77	7.66	2.92	1.23
ZNF3	7.86	5.93	16.83	13.31	13.22	11.16	8.75	5.31	2.93	NA	NA	1.52	2.34	2.62	1.84	1.81	1.47	2.13	4.32	1.94	3.12	2.98	2.71	8.03	1.44	2.76	2.11	6.91	10.38	3.21	5.51	5.06	2.76	6.96	5.68
ZSCAN21	5.78	3.44	33.88	32.2	41.08	NA	NA	4.76	11.93	7.23	4.32	4.96	6.11	8.42	7.53	9.09	4.24	5.9	2.78	4.2	3.14	3.8	2.8	3.88	1.78	2.07	3.78	21.88	9.08	2.29	2.98	4.29	2.1	9.34	6.98
TK2	14.33	10.51	19.06	25.88	23.32	9.32	5.47	4.33	7.78	10.03	10.29	6.32	7.85	9.41	12.27	14.27	10.04	17.61	8.13	10.1	2.79	3.08	2.74	2.39	9.65	13.37	7.2	7.4	19.96	8.49	8.4	8.57	5.98	11.13	4.09
TMED3	2.69	3.69	2.73	4.24	3.84	34.05	47.59	19.36	25.45	15.19	4.59	18.36	33.1	16.52	18.78	16.97	8.17	33.68	12.1	17.5	13.13	17.37	9.35	12.99	0.78	0.79	1.88	67.29	15.5	7.78	14.01	5.3	11.13	4.46	7.76
ATP2B1	3.9	3.73	16.63	12.67	9.04	4.52	2.98	3.38	7.36	3.25	2.8	11.31	7.24	11.28	8.74	5.63	6.1	4.77	3.15	4.19	1.59	1.9	1.21	1.43	5.1	8.99	9.88	20.06	16.52	2.82	3.81	3.38	3.49	4.76	3.65
SLC38A8	0.16	0.08	0.13	0.21	0.38	0.06	0	0.08	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0.12	0.34	0	0.24	0	0	0	0	0	0	0
CPLX4	0	0.02	0	0	0.05	0.04	0.02	0	0	0	0	0	0.07	0	0	0	0.02	0	0	0	0	0	0	0.08	0	0	0	0.76	0	0.06	0	0.25	0.41	0	0
GALR1	0	0	0.95	0.44	1.15	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.02	0	0.2
TMEM135	10	4.6	36.37	23.97	9.7	16.06	7.73	52.61	23.57	2.48	3.62	51.43	44.38	67.49	24.61	29.29	24.64	43.07	57.9	46.18	14.63	20.38	30.21	40.33	25.28	33.11	85	27.93	19.88	3.02	1.51	2.41	2.72	4.04	1.81
IQCD	0.11	0.07	0.85	0.44	0.54	0.12	0.06	0.52	0.22	0.18	0.1	0.76	0.36	0.45	0.68	0.21	0.04	2.75	1.63	1.45	0.06	0	0	0.09	0.1	0.39	0.14	0.45	0.42	0	0.45	0.18	0.04	0.33	0
NDEL1	20.74	9.52	17.52	13.21	13.06	23.73	17.49	5.97	9.97	17.05	11.1	33.83	21.17	39.26	27.42	20.08	16.74	14.52	7.33	11.87	35.51	24.03	32.86	21.54	6.46	10.35	12.33	30.44	6.86	17.53	26.01	11.97	36.94	18.26	17.98
CENPV	23.98	25.63	8.47	11.34	13.1	21.98	18.96	12.56	29.64	NA	NA	13.13	17.22	9.88	16.44	20.63	13.43	21.08	19.91	14.09	17.39	16.34	34.73	39.18	122.77	126.14	79.05	12.48	17.16	17.69	19.77	19.65	10.04	8.73	5.17
CDH16	0.06	0	0	0	0.01	0.03	0.56	0.09	2.02	0.41	0.2	0.04	0	0	0	0.01	0	0.02	0	0	0	0.03	0	0	0	0	0.22	0.56	2.42	0.21	0.07	0.03	0.09	0	0.11
RRAD	1.62	0.81	0.64	0.76	2.46	1.84	4.48	7.78	1.52	2.58	0.78	0.08	0.15	0.41	0.08	0.06	0.03	0.04	0	0	0	0	0.36	0.09	3.42	7.11	0.22	2.31	0.44	7.76	8.55	3.1	7.27	72.77	124.5
CFAP52	0.12	0.13	0	0	0.01	0.04	0	0.02	0.09	0.4	0.23	0.04	0	0	0	0.01	0	0	0	0	0	0	0.12	0	0.52	0.96	0.01	0.08	0.12	0.08	0.09	0.13	0	0.14	0.05
HSP90B1	266.19	276.38	760.6	639.47	408.88	NA	NA	318.23	161.06	183.7	272.52	291.34	381.44	550.6	476.45	394.3	365.42	236.67	137.52	162.49	179.2	194.11	225.25	206.3	131.57	112.65	535.01	1012.75	705.25	239.19	518.85	259.67	160.32	229.4	641.17
MC4R	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
BLCAP	111.38	35.51	28.33	27.77	33.93	89.76	105.49	1.41	7.44	54.51	51.29	19.52	18.52	13.6	16.6	17.22	9.91	28.4	20.09	27.71	8.57	20.94	9.91	14.06	6.14	11.57	2.26	NA	24.11	47.75	55.66	37.22	35.71	69.73	48.5
SERPINB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0
ATF7IP2	18.24	42.15	0.67	0.27	0.32	0.5	0.33	0.09	0	1.87	1.51	0.02	0	0	0	0	0	0.11	0.1	0.11	0	0.09	0.03	0.05	0	0.28	0.45	0.77	0.13	0.33	0.75	1.57	0.8	2.35	2.98
TVP23A	0.34	0.24	4.93	2.58	1.91	0.37	0.07	0	5.71	0.11	0	0.45	0.31	0.39	0.42	0.42	0.12	0.37	0.05	0.04	0	0	0.1	0.18	0	0	0.19	1.79	0	0.54	0.67	0.95	0.75	0.17	0.31
NCK2	10.13	3.47	15.42	14.6	25.35	5.88	4.44	7.93	4.02	9.82	7.08	1.18	2.33	1.96	1.07	1.38	1.23	1.63	1.19	1.88	0.29	0.68	1.13	0.68	1.39	1.93	1.62	14.51	7.94	21.28	21.07	6.67	7.96	7.91	9.02
TMPRSS5	0.71	0.28	0	0	0.02	0.39	0.67	0	0	0.46	0.36	0	0	0.04	0	0.03	0	0	0	0	0	0	0	0	0.47	0.51	0.11	0.28	0	NA	NA	NA	NA	0.13	0
COG1	15.37	9.67	11.92	17.63	30.36	14.36	6.98	9.13	6.91	6.5	6.89	7.25	11.58	13.86	10.94	12.39	5.13	8.88	6.63	6.86	6.31	7.7	11.17	13.99	12.7	15.22	18.52	20.38	23.6	9.36	11.43	9.35	9.92	5.7	4.01
PLEKHA7	7.03	2.14	7.04	9.43	12.43	3.71	0.92	1.85	6.55	1.24	2.03	4.33	4	2.2	3.55	2.8	1.55	2.18	3.04	2.02	3.19	2.74	3.18	4.44	2.15	6.33	2.16	2.75	2.73	2.94	3.6	1.54	1.62	3.43	1.63
B2M	1103.04	1818.14	1480.6	1886.79	1027.93	2947.13	2543.65	3809.18	2589.18	2259.16	1243.09	1930.86	1393.6	1776.62	1827.17	1332.12	1861.23	2182.34	9415.63	3081.35	2746.36	3374.32	7946.05	9863.07	519.41	883.15	3315.1	6073.28	1799.23	1306.6	4935.82	1778.72	3273.95	730.73	1223.62
ZNF592	9.02	3.75	5.27	10.8	19.32	10.44	4.97	6.2	10.02	3.57	4.32	11.86	12.39	14.07	9.47	9.46	4.44	7.99	10.16	6.12	8.06	6.67	13.2	8.62	14.83	14.17	11.62	16.25	15.1	9.97	14.71	3.83	4.57	5.08	2.32
CASC4	15.08	8.14	36.25	21.03	15.29	12.05	5.28	8.31	29.97	11.35	14.67	0.96	1.31	2.17	0.93	1.44	1.34	1.46	1.23	1.33	5.33	7.93	7.44	8.9	7.29	5.13	5.42	31.29	50.4	15.03	10.49	11.31	8.94	8.4	5.22
HTR3A	0	0	0	0	0.02	0	0	0	0.16	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.04	0	0.91	0	0.03	0.04	0.13
NNMT	17.98	282.12	NA	NA	NA	60.77	104.65	15.86	NA	469.72	420.06	170.25	316.53	121.46	33.93	168.9	1.27	1.62	1.75	0.94	0.55	5.52	5.73	1.73	0	0.32	0.33	30.91	NA	950.9	1128.78	1002.29	2465.18	1151.21	6430.87
AP1G1	21.17	6	24.03	37.1	21.08	13.63	5.74	16.01	4.32	8.87	8.35	20.76	26.96	25.7	18.99	19.14	11.63	13.48	25.39	17.11	14.02	17.26	14.55	21.74	19.41	24.78	26.74	25.31	31.21	8.77	10.54	7.95	9.79	12.54	10.47
MAP4K4	35.69	9.64	5.56	8.47	7.65	8.42	8.72	6.87	2.05	7.72	6.65	3.35	4.51	4.14	2.06	2.36	1.38	2	2.07	2.27	1.53	2.66	1.84	1.9	7.74	14.62	5.32	28.48	18.79	19.47	74.04	14.44	12.39	19.91	17.35
SAAL1	2.99	2.65	6.15	6.28	4.96	4.64	5.95	2.73	3.06	NA	NA	2.87	5.48	2.81	5.46	3.41	2.33	4.07	2.8	2.26	2.61	2.43	2.45	3.12	2.42	3.71	6.92	5.32	2.14	2.94	5.75	3.82	3.78	NA	NA
YPEL4	0.22	0.27	NA	NA	NA	1.43	0.59	0	0.24	1.13	0.74	0.17	0.39	0.08	0.1	0.36	0.41	0.73	1.31	0.55	1.75	1.28	1.79	0.88	7.8	13.48	6.55	NA	0.99	0.43	0.32	1.99	0.78	2.5	1.94
PPIB	404.74	265.04	924.16	744.6	1178.84	353.46	452.81	191.42	119.32	640.47	802	308.88	350.04	239.52	278.78	408.7	392.54	486.65	237.41	305.79	165.47	188.26	150.07	138.02	667.4	645.16	505.19	933.67	316.68	428.85	1183.1	469.27	432.99	199.27	362.96
MGAT4A	4.22	1.28	1.55	1.86	0.68	2.89	5.11	1.82	4.82	3.26	2.41	0.36	0.33	0.7	0.17	0.21	0.17	0.06	0.1	0.05	0.07	0.05	0.08	0.4	0.22	0.52	0.47	5.13	4.43	1.34	3.2	2.07	3.23	2.31	2.53
KIF7	0.22	0.25	1.13	0.81	1.83	0.79	0.57	0.58	0.26	0.64	0.72	0.27	0.15	0.55	0.17	0.24	0.09	0.23	0.24	0.19	0.12	0.02	0.03	0.07	8.53	8.68	7.17	1.21	NA	0.66	1.18	0.83	0.65	0.21	0.66
LDHD	113.21	79.61	7.16	8	18.21	130.08	127.84	24.95	16.98	21.86	38.21	156.16	103.91	61.99	158.43	138.64	87.28	86.7	95.62	78.34	63.2	60.82	90.67	69.29	19.89	26.37	8.03	127.14	14.45	70.47	23.07	31.1	47.47	17.88	36.72
PLIN1	5.61	2.66	1.24	2.7	2.53	0.71	0.15	0.12	0.17	0.6	1.55	0	0.06	0	0.03	0	0	0	0	0	0	0	0	0	1.38	1.39	0.98	0.11	NA	2.82	19.69	3.55	0.99	1.46	0.3
ANPEP	292.35	211.56	1.85	2.52	6.07	2319.63	995.17	33.21	92.73	108.89	124.16	48.59	49.56	83.28	75.7	62.19	30.95	54.65	67.83	44.16	26.59	23.73	47.22	52.29	78.91	102.57	99.16	147.87	0.99	318.74	79.4	91.35	146.81	124.69	56.89
SCNN1G	0	0	0	0	0.01	0	0	0.02	0.04	0.2	0.23	0	0	0	0	0	0	0	0	0	0.13	0	0.09	0.29	0	0.04	0.05	0	0.05	0	0	0	0	2.26	1.3
RBPMS2	9.15	2.17	11.23	19.92	14.3	0	0.2	19.64	1.62	1.32	3.08	32.46	38.79	41.46	44.15	43.59	22.29	37.86	50.43	39.82	19.22	18.3	25.78	29.26	6.22	9.08	6.16	10.62	12.57	3.13	4.64	2.77	1.81	2.73	1.31
NAV2	17.51	2.89	1.89	3.22	2.12	16.09	8.4	3.91	1.79	1.52	2.87	9.65	8.83	13.66	13.14	15.99	5.66	7.86	24.54	10.12	4.79	6.77	5.07	10.79	2.3	4.87	5.44	6.74	4.23	1.52	6.41	1.78	0.69	2	1.96
ANKDD1A	2.07	0.67	0	0	0	5.92	2.53	0.04	0.44	2.14	1.33	0	0.08	0.04	0.04	0	0	0	0	0	0	0	0	0	1.6	2.2	5.51	0.25	0	0.71	1.27	0.89	0.51	11.63	10.48
DCTN5	9.21	3.84	15.36	20.42	12.59	8.8	4.97	12.02	8.13	8.25	7.72	18.32	21.61	18.28	15.89	19.22	12.44	20.78	18.66	18.53	7.71	6.71	6.24	9.04	5.87	7.44	12.49	28.61	18.75	10.39	21.54	11.23	10.88	11.54	12.47
TERF2IP	14.3	11.64	10.58	9.25	7.67	15.22	10.43	20.34	28.69	18.6	15.48	5.19	7.48	7.7	7.48	6.17	3.09	6.42	4.69	5.92	2.57	3.21	2.56	3.59	4.02	7.81	6.62	43.78	11.99	15.06	15.76	16.02	16.22	NA	NA
PLK1	0.6	0.68	4	4.76	9.9	3.43	1.63	0.78	2.3	0.65	0.9	0.33	0.22	0.3	0.13	0.24	0.08	1.38	1.53	1.52	0.3	0.95	1.51	0.2	0.17	0.16	0.25	1.19	2.56	2.21	4.39	0.59	0.68	2.79	1.72
GPR182	5.22	2.63	9.98	25.74	12.7	5.25	1.68	4.51	6.87	7.52	3.65	11.37	20.25	17.67	9.56	10.11	6.25	9.41	9.26	7.79	6.6	6.49	9.49	9.25	11.06	13.93	3.15	24.6	30.17	5.18	6.36	4.89	4.82	NA	NA
ZBTB39	2.15	0.71	0.96	3.17	3.06	1.46	0.92	NA	1.59	0.75	0.94	3.26	4.02	4.37	3.02	3.71	1.58	1.82	2.27	1.8	0.8	0.9	1.03	1.1	2.96	4.71	2.33	5.88	2.6	1.25	1.75	1.32	0.41	NA	NA
WDR1	63.2	26.51	32.1	39.42	43.18	18.83	18.77	31.8	43.47	35.27	29	18.31	27.51	24.88	23.81	24.29	12.95	25.17	13.77	18.05	16.46	17.06	17.23	17.7	12.43	14.2	16.46	91.96	75.73	52.16	127.04	32.83	45.47	41.33	52.09
CACNG2	1.03	0.06	0	0	0	0.15	0.09	0.02	0	0.04	0	0.02	0	0.08	0	0	0	0	0	0.02	0.04	0	0	0	0.77	0.72	0	0	0	1.53	0	0.27	0	0	1.16
TAC3	0	0.07	0	0.26	0.34	0.24	0	0	0	0.09	0.05	0	0	0	0	0	0	0	0	0	7.46	7.81	15.64	27.79	0	0	0	0	NA	0	0.12	0	0	0	0
MYO1A	0.31	0.12	0.3	0.52	0.77	0.4	0.23	0.03	0.21	0.16	0.28	0.02	0.07	0.02	0	0.01	0.05	0.02	0	0	0	0.07	0.06	0	0.04	0.04	0	0.05	0.97	0.03	0.04	0.08	0.37	0.11	0
OR4D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAB2	3.49	4.53	3.33	2.75	6.92	4.13	6.77	4.05	6.97	9.42	9.64	10.74	10.57	5.75	5.73	10.8	3.47	0.47	1.46	1.8	3.22	3.3	6.52	5.17	1.35	2.01	0.65	7	10.7	7.73	8.88	12.53	5.34	7.05	6.2
VPS39	7.67	5.82	6.6	8.72	7.58	5.65	3.76	8.25	3.84	9.83	11.21	13.38	14.69	13.56	9.7	9.78	4.72	7.22	5.3	6.15	5.51	6.83	5.79	5.82	2.98	2.76	2.56	11.25	10.63	9.53	10.13	7.28	8.62	12.88	7
STAT6	32.69	29.61	19.42	26.46	29.86	17.39	21.27	28.26	17.49	28.33	16.6	28.15	36.45	33.22	33.42	31.62	13.31	18.43	17.75	18.01	12.88	13.55	21.25	19.36	2.61	3.82	1.42	74.11	14.4	45.59	70.72	41.16	39.62	26.33	11.76
PATL1	10.23	5.8	12.74	18.74	19.62	15.83	6.39	6.88	9.73	7.59	6.71	6.72	8.07	9.23	9.26	6.32	4.52	7.57	7.76	5.43	6.38	6.64	8.83	10.84	41.6	57.9	35.68	11.59	13.97	10.1	26.17	8.23	8.71	7.9	6.5
SNX13	3.94	2.23	2.67	3.16	1.86	5.32	4.21	2.43	3.19	3.09	2.62	6.13	5.75	7.37	6.75	4.78	5.74	4.88	2.45	3.44	1.89	2.13	1.69	1.64	17.08	23.48	17.24	19.12	15.33	1.68	1.64	2.94	2.53	3.15	2.69
ATP23	3.78	2.93	35.66	27.53	21.58	29.91	29.07	4.95	2.55	8.39	6.78	4.92	4.09	5.96	5.29	4.85	3.69	2.22	0.9	2.84	5.59	2.79	3.54	4.89	3.9	7.22	1.46	0.86	7.1	3.46	2.84	3.57	2.87	1.65	0.91
ELFN2	0.16	0.01	0	0.04	0.03	NA	NA	NA	NA	0.02	0.04	0.01	0.02	0	0.04	0	0	1.03	0.75	0.63	0	0	0	0	0.21	0	0	0.12	0	0.26	0.08	0.04	0.04	0.06	0
STX3	1.55	1.3	3.52	3.07	2.05	4.35	3.87	8.55	3.19	NA	NA	1.84	3.29	3.71	3.41	2.9	2.06	3.3	1.35	1.88	1.84	1.69	1.47	2.92	3.24	8.57	2.23	2.91	0.76	2.73	11.56	5.99	5.06	3.87	7.3
PIP4K2C	5.84	3.31	7.89	9.73	10.34	22.39	13.88	16.23	NA	4.05	5.96	13.4	12.49	12.3	14.13	12.24	6.32	9.09	6.68	9.02	8.15	9.04	8.73	8.7	5.55	6.5	3.58	13.09	10.48	5.22	8.41	3.37	1.37	10.29	7.15
MTMR10	7.64	6.62	13.46	17.01	11.48	5.04	3.04	25.3	16.54	8.09	6.24	7.79	8.04	10.6	10.87	8.59	8.12	9.01	5.86	7.71	3.95	5.32	4.47	4.33	7.81	8.43	27.38	11.69	10.97	8.11	10.45	12.77	12.39	14.32	5.63
SCG5	8.62	12.13	0.62	0	0.17	66.68	34.68	3.34	0.12	2.5	0.99	0.06	0	0	0.25	0.06	0.02	0.21	0.23	0.08	0	0.06	0	0	0.19	0.17	0.18	0.59	NA	1.12	0.28	4.15	0.49	0.94	0.46
GREM1	0.13	0.29	0	0	0	0.58	0.51	0	0	0.93	0.68	1.54	0.28	1.6	0.02	0.1	0.01	0.28	1.54	0.64	0.34	0.41	0.45	1.66	0	0.27	0.11	0.33	0.07	0.03	0.16	0.8	0.16	0.13	0.59
TSC22D4	13.52	6.56	8.59	11.72	21.72	12.11	10.13	4.56	8.93	8.44	8.42	10.03	25.07	14.73	7.67	7.76	2.44	6.31	9.52	11.96	14.01	16.99	21.94	16.89	6.31	12.7	9.4	15.39	29.57	15.7	16.87	7.33	8.98	10.83	14.08
MS4A14	0.21	0.61	0	0.12	0.03	2.1	0.37	0.03	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.18	0.04	0	0.04	0.07	0.24	0.44	2.26	0	0
MS4A5	0.2	0.1	0	0.13	0	0	0	NA	0	0	0	0.07	0.26	0	0	0	0	0	0	0	0	0	0	0	0.64	0.08	0.11	0	NA	0	0	0	0	0	0
DIS3L	11.74	4.48	24.39	19.11	19.82	14.19	6.24	9.51	4.48	8.7	8.87	6.01	9.61	9.08	8.61	11.01	4.72	6.13	5.05	6.19	5.24	4.76	7.38	5.83	3.53	3.81	4.48	6.68	2.22	5.59	12.91	6.74	5.37	9.8	5.79
